Site,Dist,Site Name,Start,End,Latitude,Longitude,Source,State,Height,Bar Height,WMO
9558,09A,IAWAKIA,1937,2006,-34.6922,117.2347,GPS, WA,170,       ..,     ..
9559,09A,KALGAN RIVER,1911,  ..,-34.9097,117.9942,GPS, WA,50,       ..,     ..
9560,09A,KARRIDALE,1894,1963,-34.2,115.1,....., WA,         ..,       ..,     ..
9561,09A,KENDENUP,1901,  ..,-34.4858,117.6289,GPS, WA,262,       ..,     ..
9562,09A,KENINUP,1911,1970,-33.9333,116.5667,....., WA,         ..,       ..,     ..
9563,09A,WATTLEGROVE,1912,1952,-34.8,117.0167,....., WA,         ..,       ..,     ..
9564,09A,KING RIVER,1903,2010,-34.9431,117.9242,GPS, WA,12,       ..,     ..
9565,09A,KOJANEERUP,1926,1998,-34.5319,118.2781,....., WA,150,       ..,     ..
9566,09A,KUDARDUP,1938,1959,-34.3,115.1,....., WA,         ..,       ..,     ..
9567,09A,EULIN HOUSE,1919,1953,-33.8,116.7,....., WA,         ..,       ..,     ..
9568,09A,LAKE MUIR,1898,1968,-34.5167,116.6167,....., WA,         ..,       ..,     ..
9569,09A,BUSSELTON,1997,2011,-33.655,115.3194,GPS, WA,3.9,       ..,     ..
9570,09A,EAST NANNUP,1997,1999,-34.0183,115.8339,GPS, WA,260,       ..,     ..
9571,09A,HILLCREST,1945,1981,-33.8592,116.19,....., WA,300,       ..,     ..
9572,09A,HALLS HEAD,1889,  ..,-32.5385,115.7002,....., WA,366,       ..,     ..
9573,09A,MANJIMUP,1915,  ..,-34.2508,116.145,GPS, WA,286.7,287.2,94617
9574,09A,MARGARET RIVER,1928,  ..,-33.9592,115.0642,GPS, WA,80,       ..,     ..
9575,09A,MARRADONG,1897,  ..,-32.8556,116.45,GPS, WA,250,       ..,     ..
9576,09A,MARYLANDS,1948,1952,-33.8,115.3,....., WA,         ..,       ..,     ..
9577,09A,STRATHALBYN,1926,1991,-34.6161,116.0239,....., WA,80,       ..,     ..
9578,09A,MERLOO FARM,1927,1948,-34.9,117.7,....., WA,         ..,       ..,     ..
9579,09A,OAKE MARSH FARM,1951,  ..,-33.7633,122.0675,GPS, WA,60,       ..,     ..
9580,09A,MORNINGTON MILLS,1911,1966,-33.15,115.9333,....., WA,         ..,       ..,     ..
9581,09A,MOUNT BARKER,1886,  ..,-34.625,117.6361,GPS, WA,300,       ..,94630
9582,09A,MANYPEAKS,1930,1993,-34.8389,118.1703,....., WA,100,       ..,     ..
9583,09A,MYLOR,1924,1987,-33.86,115.855,....., WA,300,       ..,     ..
9584,09A,MYRUP,1901,  ..,-33.7422,121.995,GPS, WA,60,       ..,     ..
9585,09A,NANNUP,1900,  ..,-33.9797,115.7656,GPS, WA,100,       ..,     ..
9586,09A,NANNUP EAST,1937,1949,-34.0167,115.8,....., WA,         ..,       ..,     ..
9587,09A,NEWBICUP,1918,  ..,-33.9967,116.4253,GPS, WA,240,       ..,     ..
9588,09A,NOGGERUP,1915,1974,-33.5833,116.1833,....., WA,183,       ..,     ..
9589,09A,NORNALUP,1913,  ..,-34.9919,116.8206,GPS, WA,60,       ..,     ..
9590,09A,NORTHCLIFFE,1925,  ..,-34.6336,116.1236,GPS, WA,120,       ..,     ..
9591,09A,PARDELUP,1899,  ..,-34.6361,117.3822,GPS, WA,230,       ..,     ..
9592,09A,PEMBERTON,1941,  ..,-34.4478,116.0433,GPS, WA,174,175,95613
9593,09A,PEMBERTON POST OFFICE,1935,1969,-34.45,116.0167,....., WA,166,       ..,     ..
9594,09A,PEPPERMINT GROVE,1904,  ..,-34.435,119.3628,GPS, WA,60,       ..,     ..
9595,09A,PERILLUP,1915,2007,-34.5694,117.2497,GPS, WA,300,       ..,     ..
9596,09A,PINJARRA,1877,2012,-32.6272,115.8747,....., WA,12,       ..,     ..
9597,09A,QUINDALUP,1894,1967,-33.6833,115.15,....., WA,         ..,       ..,     ..
9598,09A,RADYR PARK,1902,1972,-33.05,115.9,....., WA,         ..,       ..,     ..
9599,09A,BARRETT MEADOWS,1914,  ..,-34.98,117.6322,GPS, WA,30,       ..,     ..
9600,09A,ROSA BROOK,1925,  ..,-33.9628,115.1828,GPS, WA,90,       ..,     ..
9601,09A,ROELANDS VILLAGE,1909,2008,-33.3208,115.8825,GPS, WA,80,       ..,     ..
9602,09A,SHANNON RIVER,1949,1970,-34.6,116.4167,....., WA,         ..,       ..,     ..
9603,09A,BUSSELTON AERO,1997,  ..,-33.6858,115.4008,GPS, WA,16.3,16.9,95611
9604,09A,TANDARA,1950,1974,-34.95,118.15,....., WA,         ..,       ..,     ..
9605,09A,TENTERDEN,1915,  ..,-34.367,117.553,GPS, WA,302,       ..,     ..
9606,09A,DRUMMONDS,1912,1981,-34.3417,115.9892,....., WA,270,       ..,     ..
9607,09A,WHITE GUMS,1919,  ..,-34.5472,117.9363,GPS, WA,150,       ..,     ..
9608,09A,TOTTENUP,1929,1969,-33.9833,116.5333,....., WA,         ..,       ..,     ..
9609,09A,YOUNGS SIDING,1905,  ..,-35.0183,117.5289,GPS, WA,100,       ..,     ..
9610,09A,WAGERUP,1934,1944,-33.1,115.9,....., WA,         ..,       ..,     ..
9611,09A,WALPOLE,1951,  ..,-34.9761,116.7328,GPS, WA,20,       ..,     ..
9612,09A,WALPOLE NORTH OLD,1947,1992,-34.8511,116.7092,....., WA,120,       ..,     ..
9613,09A,WARNER GLEN,1942,  ..,-34.1436,115.2261,GPS, WA,30,       ..,     ..
9614,09A,WAROONA,1935,  ..,-32.8564,115.8925,GPS, WA,40,       ..,     ..
9615,09A,WARRIUP,1919,  ..,-34.715,118.4692,GPS, WA,20,       ..,     ..
9616,09A,WESTBOURNE,1903,  ..,-34.0911,116.6628,GPS, WA,280,       ..,     ..
9617,09A,BRIDGETOWN,1997,  ..,-33.9486,116.1311,GPS, WA,178.7,179,95632
9618,09A,WILGA STATE SCHOOL,1921,1945,-33.7,116.2,....., WA,         ..,       ..,     ..
9619,09A,WILGARRUP,1900,  ..,-34.1519,116.2042,GPS, WA,240,       ..,     ..
9620,09A,WILLOW SPRINGS,1948,1960,-34.3,115.95,....., WA,         ..,       ..,     ..
9621,09A,WOODBURN,1893,  ..,-34.6997,117.9556,GPS, WA,220,       ..,     ..
9622,09A,WOODPERRY,1913,1995,-33.6244,115.9339,....., WA,150,       ..,     ..
9623,09A,WOOGENELLUP,1903,  ..,-34.5303,117.8247,GPS, WA,150,       ..,     ..
9624,09A,YARLOOP,1947,  ..,-32.9592,115.9008,GPS, WA,30,       ..,     ..
9625,09A,YELLANUP,1928,  ..,-34.7275,117.9222,GPS, WA,175,       ..,     ..
9626,09A,PLEASANT VALLEY,1948,  ..,-33.7106,121.5619,GPS, WA,60,       ..,     ..
9627,09A,YORNUP,1946,2012,-34.0772,116.2033,GPS, WA,280,       ..,     ..
9628,09A,COLLIE,1899,  ..,-33.36,116.1467,GPS, WA,204,       ..,     ..
9629,09A,MARRIWOOD,1957,  ..,-33.4464,115.7308,GPS, WA,30,       ..,     ..
9630,09A,WONNENUP,1927,2003,-34.2111,117.1025,GPS, WA,205,       ..,     ..
9631,09A,ESPERANCE DOWNS RESEARCH STN,1951,  ..,-33.6031,121.7828,GPS, WA,158,       ..,     ..
9632,09A,FERNBROOK,1915,1964,-33.2667,115.9833,....., WA,         ..,       ..,     ..
9633,09A,TAMAR,1947,  ..,-34.8644,118.1122,GPS, WA,90,       ..,     ..
9634,09A,PARKFIELD,1913,2012,-33.2058,115.7147,....., WA,10,       ..,     ..
9635,09A,FRANKLAND,1923,  ..,-34.3633,117.0836,GPS, WA,230,       ..,     ..
9636,09A,COWARAMUP,1926,  ..,-33.8358,115.0747,GPS, WA,120,       ..,     ..
9637,09A,DENMARK RES.STN.,1951,1984,-34.9511,117.37,....., WA,18,       ..,     ..
9638,09A,BOWS FARM,1915,1950,-33.7,121.7,....., WA,         ..,       ..,     ..
9639,09A,BEELA,1948,1949,-33.2333,115.9167,....., WA,         ..,       ..,     ..
9640,09A,COOEEARUP,1903,1943,-33.95,116.05,....., WA,         ..,       ..,     ..
9641,09A,FRANKLAND (THREE PINES),1937,1940,-34.3,117.1,....., WA,         ..,       ..,     ..
9642,09A,WOKALUP,1951,  ..,-33.1328,115.8794,GPS, WA,30,       ..,     ..
9643,09A,ROSAMEL,1919,1963,-33.2,115.7,....., WA,         ..,       ..,     ..
9644,09A,MEELUP,1998,2002,-33.5903,115.0678,GPS, WA,9,       ..,     ..
9645,09A,STOKES INLET,1997,  ..,-33.7981,121.1503,GPS, WA,22.5,       ..,     ..
9646,09A,GLENBOURNE,1949,1963,-33.9,115,....., WA,         ..,       ..,     ..
9647,09A,WEREROA,1955,  ..,-34.9506,117.2769,GPS, WA,140,       ..,     ..
9648,09A,THIRLMERE,1954,  ..,-33.5064,115.6403,GPS, WA,20,       ..,     ..
9649,09A,KEMERTON,1994,2002,-33.1792,115.7494,GPS, WA,         ..,       ..,     ..
9650,09A,BINNINGUP,1998,2002,-33.1517,115.6917,GPS, WA,         ..,       ..,     ..
9651,09A,LOWDEN,1995,2002,-33.5364,115.9472,GPS, WA,90,       ..,     ..
9652,09A,YOUNG RIVER,1954,2008,-33.7767,121.1133,GPS, WA,100,       ..,     ..
9653,09A,HEARTLEA,1955,1967,-34.1,116.5,....., WA,         ..,       ..,     ..
9654,09A,BREMER BAY,1885,  ..,-34.3989,119.3786,GPS, WA,20,       ..,     ..
9655,09A,COOLINUP,1955,1988,-33.7867,122.1683,....., WA,120,       ..,     ..
9656,09A,TONEBRIDGE,1956,1985,-34.1867,116.7133,....., WA,250,       ..,     ..
9657,09A,ROELANDS,1942,  ..,-33.2947,115.7706,GPS, WA,15,       ..,     ..
9658,09A,COURTENEY,1956,1970,-34.1833,115.2,....., WA,183,       ..,     ..
9659,09A,HUNTLY,1939,1959,-32.6,116.05,....., WA,         ..,       ..,     ..
9660,09A,MCLEODS CREEK,1956,2003,-34.1606,115.1414,GPS, WA,25,       ..,     ..
9661,09A,ROCKY GULLY TOWN,1954,  ..,-34.5097,117.0117,GPS, WA,200,       ..,     ..
9662,09A,CAPE LE GRANDE,1957,1986,-34,122.1167,....., WA,         ..,       ..,     ..
9663,09A,BEDFORD HARBOUR RPF1,1957,1979,-33.8167,120.5167,....., WA,         ..,       ..,     ..
9664,09A,LADYVALE,1957,1974,-34.0667,116.1,....., WA,         ..,       ..,     ..
9665,09A,RANCHO X,1959,1992,-33.8381,122.41,....., WA,80,       ..,     ..
9666,09A,MCALINDEN,1945,  ..,-33.5964,116.3347,GPS, WA,220,       ..,     ..
9667,09A,LOCH ELLEN,1958,1960,-34.45,117.55,....., WA,         ..,       ..,     ..
9668,09A,KURANDA,1956,  ..,-33.6739,116.6475,GPS, WA,240,       ..,     ..
9669,09A,BALINGUP - LILYDALE,1956,1995,-33.7108,115.8017,....., WA,120,       ..,     ..
9670,09A,HENDRA,1956,1981,-34.245,115.1433,....., WA,175,       ..,     ..
9671,09A,WILGA,1956,  ..,-33.6878,116.2147,GPS, WA,270,       ..,     ..
9672,09A,BRAMLEY RES.STN.,1955,1984,-33.8933,115.085,....., WA,94,       ..,     ..
9673,09A,BOKERUP,1959,  ..,-34.2511,116.8767,GPS, WA,280,       ..,     ..
9674,09A,LANGLEY PARK,1960,1993,-33.7953,122.1578,....., WA,60,       ..,     ..
9675,09A,MAIKURRA,1960,1980,-33.8117,122.445,....., WA,100,       ..,     ..
9676,09A,WINNEJUP,1960,1971,-33.9833,116.3333,....., WA,         ..,       ..,     ..
9677,09A,PINEVALE,1957,1972,-33.8167,121.9,....., WA,         ..,       ..,     ..
9678,09A,REDMOND,1913,  ..,-34.8772,117.6725,GPS, WA,93,       ..,     ..
9679,09A,LAKE PRESTON LODGE 2 COMP.,1960,2012,-32.9939,115.7272,GPS, WA,7,       ..,     ..
9680,09A,PORONGORUP,1914,1982,-34.6733,117.9,....., WA,600,       ..,     ..
9681,09A,AUGUSTA,1882,1902,-34.3167,115.15,....., WA,5,       ..,     ..
9682,09A,BLACKWATTLE,1900,1919,-34.3667,117.05,....., WA,         ..,       ..,     ..
9683,09A,POINT KING,1896,1909,-35.0333,117.9167,....., WA,49,       ..,     ..
9684,09A,SOUTHAMPTON,1911,1920,-33.8833,115.9833,....., WA,         ..,       ..,     ..
9685,09A,THE WARREN,1899,1905,-34.5167,115.9833,....., WA,         ..,       ..,     ..
9686,09A,BLYTHWOOD,1905,1942,-32.7,115.9,....., WA,         ..,       ..,     ..
9687,09A,BRUNSWICK STATE FARM,1915,1919,-33.3,115.8,....., WA,         ..,       ..,     ..
9688,09A,LEYLAND,1936,1944,-33.3,115.6,....., WA,         ..,       ..,     ..
9689,09A,TAKENUP CREEK,1998,2001,-34.7597,117.9597,GPS, WA,120,       ..,     ..
9690,09A,CONDINUP,1905,  ..,-33.7619,116.5214,GPS, WA,230,       ..,     ..
9691,09A,COOYAH,1909,1925,-34,115.6,....., WA,         ..,       ..,     ..
9692,09A,BIDELLIA,1999,  ..,-34.2267,115.7597,GPS, WA,         ..,       ..,     ..
9693,09A,CUNDENUP,1912,1933,-33.8,115.8,....., WA,         ..,       ..,     ..
9694,09A,CUNYULGUP,1913,1927,-33.75,115,....., WA,         ..,       ..,     ..
9695,09A,DARDANUP,1885,2015,-33.3978,115.7536,GPS, WA,40,       ..,     ..
9696,09A,DENNINUP DOWNS,1907,1914,-33.9,116.8,....., WA,         ..,       ..,     ..
9697,09A,DENNINUP VALE,1906,1941,-33.9,116.7,....., WA,         ..,       ..,     ..
9698,09A,DINGUP,1897,1938,-34.2,116.2,....., WA,         ..,       ..,     ..
9699,09A,DONNELLY PARK,1913,1947,-34.2,115.9833,....., WA,         ..,       ..,     ..
9700,09A,DUDINALUP,1916,1924,-33.9,115.8,....., WA,         ..,       ..,     ..
9701,09A,DUNCANS MILL,1931,1943,-32.7,116.3,....., WA,         ..,       ..,     ..
9702,09A,DWELLINGUP RAILWAY,1915,1945,-32.7,116.1,....., WA,         ..,       ..,     ..
9703,09A,GIBSONS SOAK,1898,1915,-33.6,121.8,....., WA,         ..,       ..,     ..
9704,09A,GLENCOE,1919,1936,-34.1,116.9833,....., WA,         ..,       ..,     ..
9705,09A,GLEN MERVYN,1900,2002,-33.5203,116.0742,GPS, WA,120,       ..,     ..
9706,09A,GLENPENNENT,1918,1944,-34.3,116.3,....., WA,         ..,       ..,     ..
9707,09A,GLENWOOD,1926,1938,-33.2,116.4,....., WA,         ..,       ..,     ..
9708,09A,GREENFIELDS,1902,1909,-33.9,116.35,....., WA,         ..,       ..,     ..
9709,09A,GUNWARRIE,1911,1925,-34.3,117.2,....., WA,         ..,       ..,     ..
9710,09A,BUREKUP,1905,  ..,-33.3097,115.8186,GPS, WA,20,       ..,     ..
9711,09A,JARNADUP,1912,1942,-34.2833,116.1,....., WA,         ..,       ..,     ..
9712,09A,KILLARA 2,1933,1942,-34.1,115.8,....., WA,         ..,       ..,     ..
9713,09A,KINGURA,1912,1921,-34.3,116.2,....., WA,         ..,       ..,     ..
9714,09A,KIRUP,1911,  ..,-33.7039,115.8903,GPS, WA,260,       ..,     ..
9715,09A,THOMAS RIVER,1899,  ..,-33.8025,123.0331,GPS, WA,30,       ..,     ..
9716,09A,MAROONDAH DOWNS,1908,1923,-33.2,115.9,....., WA,         ..,       ..,     ..
9717,09A,MCLEODS CREEK STATE SCHOOL,1925,1936,-34.2,115.1,....., WA,         ..,       ..,     ..
9718,09A,MORDALUP,1900,1917,-34.3,116.6167,....., WA,         ..,       ..,     ..
9719,09A,NAPIER CREEK,1918,1942,-34.8,118,....., WA,         ..,       ..,     ..
9720,09A,MURILUP,1929,1936,-34.65,116.3,....., WA,         ..,       ..,     ..
9721,09A,DALYUP,1899,1934,-33.8,121.5,....., WA,         ..,       ..,     ..
9722,09A,WANDAGARRUP,1909,1936,-34.4,116,....., WA,         ..,       ..,     ..
9723,09A,PERUP,1918,1928,-34.3,116.5,....., WA,         ..,       ..,     ..
9724,09A,QUINDALUP SCHOOL,1924,1935,-33.6333,115.1,....., WA,         ..,       ..,     ..
9725,09A,RIVERSDALE,1913,1924,-34.3,116.9833,....., WA,         ..,       ..,     ..
9726,09A,RIVERSIDE,1900,1927,-34.4,116.4,....., WA,         ..,       ..,     ..
9727,09A,SAINT WERBURGHS,1893,1919,-34.7,117.6,....., WA,         ..,       ..,     ..
9728,09A,SANTA MARIE,1921,1931,-34.9,117.55,....., WA,         ..,       ..,     ..
9729,09A,JEDAVYN,1992,  ..,-34.5458,118.1947,GPS, WA,175,       ..,     ..
9730,09A,COOMALBIDGUP,1958,  ..,-33.6961,121.3656,GPS, WA,80,       ..,     ..
9731,09A,HOMEBUSH,1924,1937,-33.1,115.9,....., WA,         ..,       ..,     ..
9732,09A,MURRAY UPPER,1904,1911,-32.8167,116.1167,....., WA,         ..,       ..,     ..
9733,09A,WARABA,1918,1940,-32.8,115.8,....., WA,         ..,       ..,     ..
9734,09A,WHITTAKERS MILL,1924,1931,-32.5,116,....., WA,         ..,       ..,     ..
9735,09A,YANMAH SCHOOL,1928,1937,-34.2,116,....., WA,         ..,       ..,     ..
9736,09A,YARROWEE,1910,1943,-34.35,116.2,....., WA,         ..,       ..,     ..
9737,09A,YOULUP,1921,1936,-34.4,117.4,....., WA,         ..,       ..,     ..
9738,09A,MUJA POWER STATION,1962,  ..,-33.4531,116.3025,GPS, WA,260,       ..,     ..
9739,09A,TELINA DOWNS,1961,  ..,-33.6789,122.3311,GPS, WA,170,       ..,     ..
9740,09A,GORDON RIVER,1959,2011,-34.2358,117.1869,GPS, WA,220,       ..,     ..
9741,09A,ALBANY AIRPORT COMPARISON,1942,2014,-34.9414,117.8022,GPS, WA,68,69,95802
9742,09A,BANNISTER NORTH,1963,1979,-32.5814,116.4442,....., WA,275,       ..,     ..
9743,09A,WAROONA WEST,1964,1984,-32.8883,115.7294,....., WA,45,       ..,     ..
9744,09A,PAYNEDALE,1977,  ..,-33.6469,115.7031,GPS, WA,60,       ..,     ..
9745,09A,GORDON RIVER,2000,  ..,-34.2492,117.2444,GPS, WA,250,       ..,     ..
9746,09A,WITCHCLIFFE,1999,  ..,-34.0281,115.1042,GPS, WA,80,81,95641
9747,09A,WAROONA DAM,1964,1987,-32.8458,115.9792,....., WA,220,       ..,     ..
9748,09A,JAYES,1885,1890,-33.9167,116.4,....., WA,         ..,       ..,     ..
9749,09A,FAIRBRIDGE,1921,2010,-32.6042,115.9464,GPS, WA,35,       ..,     ..
9750,09A,WARENING HILLS,1966,1973,-32.7,115.95,....., WA,         ..,       ..,     ..
9751,09A,BREMER BAY POST OFFICE,1960,1969,-34.4,119.4,....., WA,         ..,       ..,     ..
9752,09A,DENBARKER,1966,  ..,-34.7451,117.3403,GPS, WA,205,       ..,     ..
9753,09A,PREVELLY PARK,1966,1967,-33.9833,114.9833,....., WA,         ..,       ..,     ..
9754,09A,METTLER,1966,  ..,-34.5961,118.5519,GPS, WA,120,       ..,     ..
9755,09A,YARRAGIL BROOK,1967,1977,-32.8333,116.2,....., WA,         ..,       ..,     ..
9756,09A,DAVIES BROOK,1967,1975,-32.7167,116.1333,....., WA,         ..,       ..,     ..
9757,09A,DUNNETS FARM,1967,1978,-34.45,115.9,....., WA,61,       ..,     ..
9758,09A,ALAMEIN TRACK,1967,1989,-34.4653,115.8325,....., WA,15,       ..,     ..
9759,09A,DOMBAKUP,1967,1977,-34.5667,116.1333,....., WA,107,       ..,     ..
9760,09A,GIBBS FARM,1967,1972,-33.4167,115.9,....., WA,         ..,       ..,     ..
9761,09A,WALLACE ROAD,1967,1971,-32.85,116.2,....., WA,         ..,       ..,     ..
9762,09A,MARYLANDS,1966,1974,-33.8333,122.6333,....., WA,         ..,       ..,     ..
9763,09A,DOMBAKUP BROOK,1967,1986,-34.6314,116.0536,....., WA,90,       ..,     ..
9764,09A,BEDFORD HARBOUR 1,1967,1970,-33.75,120.6,....., WA,70,       ..,     ..
9765,09A,RUTHVEN,1937,2000,-34.4322,117.3164,....., WA,260,       ..,     ..
9766,09A,LITTLE GROVE,1968,  ..,-35.0597,117.8658,GPS, WA,2,       ..,     ..
9767,09A,YALLINGUP,1968,1995,-33.6683,115.0428,....., WA,55,       ..,     ..
9768,09A,TARIPTA,1938,2003,-34.3606,117.6186,GPS, WA,280,       ..,     ..
9769,09A,CULFORD,1967,  ..,-32.5708,116.4354,GPS, WA,335,       ..,     ..
9770,09A,ANGUS DOWNS,1968,1976,-34.6667,117.3333,....., WA,         ..,       ..,     ..
9771,09A,YOONGARILLUP,1957,  ..,-33.7411,115.4697,GPS, WA,60,       ..,     ..
9772,09A,ERINAIR,1968,  ..,-33.7608,121.2156,GPS, WA,60,       ..,     ..
9773,09A,COOKERNUP,1968,1980,-32.9967,115.9008,....., WA,40,       ..,     ..
9774,09A,LOFTHOUSE,1968,1981,-33.6125,115.48,....., WA,170,       ..,     ..
9775,09A,DYMESBURY PARK,1968,1976,-34.95,117.8833,....., WA,         ..,       ..,     ..
9776,09A,ASTON DOWNS ALERT,2001,  ..,-33.7931,115.3189,GPS, WA,80,       ..,     ..
9777,09A,DALYUP,1968,1970,-33.65,121.5833,....., WA,91,       ..,     ..
9778,09A,MARGARET RIVER CALM,1968,2006,-33.935,115.0831,GPS, WA,88.4,89.9,     ..
9779,09A,BRANKSOME,1951,1951,-34.5333,117.6167,....., WA,259,       ..,     ..
9780,09A,GLEN ISTLE,1968,1987,-34.3842,116.1025,....., WA,170,       ..,     ..
9781,09A,BENJINUP,1937,1938,-33.7833,116.3333,....., WA,         ..,       ..,     ..
9782,09A,BANDICOOT NURSERY,1968,1988,-34.7406,117.4233,....., WA,190,       ..,     ..
9783,09A,HITHERGREEN,1969,1987,-33.7,115.5158,....., WA,170,       ..,     ..
9784,09A,KIMBERLEY,1969,  ..,-34.9319,117.1606,GPS, WA,80,       ..,     ..
9785,09A,CARUNUP,1936,1941,-33.7,115.1667,....., WA,12,       ..,     ..
9786,09A,TORBAY,1958,1960,-35,117.5833,....., WA,91,       ..,     ..
9787,09A,ECLIPSE ISLAND,1926,1973,-35.1833,117.8833,....., WA,103,118,     ..
9788,09A,BOYATUP,1901,1985,-33.8144,122.2942,....., WA,80,       ..,     ..
9789,09A,ESPERANCE,1969,  ..,-33.83,121.8925,GPS, WA,25,27,94638
9790,09A,YARRAMIE,1970,1972,-34.3,119.1667,....., WA,         ..,       ..,     ..
9791,09A,CRAIGIAN,1920,1921,-34.5,116.1833,....., WA,         ..,       ..,     ..
9792,09A,QUININUP BARNES,1921,1924,-34.4,116.2167,....., WA,         ..,       ..,     ..
9793,09A,CAPE ARID,1906,1910,-33.9667,123.2167,....., WA,         ..,       ..,     ..
9794,09A,BEDFORD HARBOUR,1969,2003,-33.8039,120.6375,GPS, WA,90,       ..,     ..
9795,09A,DUNGALLY,1914,1927,-33,116.3,....., WA,         ..,       ..,     ..
9796,09A,COOMELMIA,1959,1996,-33.3856,121.3722,GPS, WA,80,       ..,     ..
9797,09A,THE CUMBERLAND,1936,1941,-34.1167,116.3667,....., WA,         ..,       ..,     ..
9798,09A,JERDACUTTUP,1970,2008,-33.8847,120.4222,GPS, WA,40,       ..,     ..
9799,09A,WAYCHINICUP DOWNS,1971,2002,-34.7744,118.2811,....., WA,90,       ..,     ..
9800,09A,LAKE WARDEN FARM,1970,  ..,-33.8097,121.8511,GPS, WA,40,       ..,     ..
9801,09A,ALEXANDRA BRIDGE,1971,  ..,-34.1597,115.1892,GPS, WA,20,       ..,     ..
9802,09A,THE OAKS,1967,  ..,-33.6633,121.6306,GPS, WA,90,       ..,     ..
9803,09A,CHAPMAN HILL,1951,  ..,-33.7831,115.3447,GPS, WA,60,       ..,     ..
9804,09A,ADINA,1969,  ..,-33.8811,122.2167,GPS, WA,60,       ..,     ..
9805,09A,WALPOLE FORESTRY,1970,  ..,-34.9769,116.7286,GPS, WA,15,       ..,     ..
9806,09A,LAKE CLIFTON,1919,1921,-32.8,115.6667,....., WA,         ..,       ..,     ..
9807,09A,COLLIE BOYS TOWN,1901,1920,-33.35,116.15,....., WA,         ..,       ..,     ..
9808,09A,ELGIN,1906,1909,-33.5167,115.6167,....., WA,         ..,       ..,     ..
9809,09A,STIRLING VIEW,1917,1918,-34.5,117.7833,....., WA,         ..,       ..,     ..
9810,09A,PINJARRA FARMLANDS,1970,2002,-32.6517,115.9067,GPS, WA,150,       ..,     ..
9811,09A,CRAWFORD DALE,1945,1947,-34.2167,116.5,....., WA,         ..,       ..,     ..
9812,09A,HARVEY,2000,2014,-33.0789,115.8806,GPS, WA,40,       ..,     ..
9813,09A,MOUNT HOWICK,1962,  ..,-33.7294,122.7552,GPS, WA,110,       ..,     ..
9814,09A,WELDSGIFT,1916,1918,-33.7,115.8,....., WA,         ..,       ..,     ..
9815,09A,THE DUKE,1971,  ..,-33.8819,122.5661,GPS, WA,61,       ..,     ..
9816,09A,LORT RIVER STATION,1963,  ..,-33.7256,121.3014,GPS, WA,60,       ..,     ..
9817,09A,THE BEEF MACHINE,1970,2000,-33.7517,122.3708,....., WA,110,       ..,     ..
9818,09A,YERRITUP,1966,1984,-33.7708,121.1058,....., WA,75,       ..,     ..
9819,09A,ESPERANCE AIRSTRIP ROAD,1972,1974,-33.8,121.9333,....., WA,         ..,       ..,     ..
9820,09A,CASTLE TOWN,1972,1972,-33.8333,121.9333,....., WA,15,       ..,     ..
9821,09A,GLENGOWAN,1972,1973,-33.8,122.6667,....., WA,         ..,       ..,     ..
9822,09A,DALYUP PARK,1899,  ..,-33.7753,121.555,GPS, WA,30,       ..,     ..
9823,09A,GEOVON,1972,1978,-33.6833,122.5,....., WA,         ..,       ..,     ..
9824,09A,JONEGATUP,1972,1994,-33.6519,120.9986,....., WA,100,       ..,     ..
9825,09A,ORLEANS FARM NORTH,1972,  ..,-33.7517,122.9128,GPS, WA,90,       ..,     ..
9826,09A,ORLEANS FARMS S.W.,1972,1988,-33.8019,122.8519,....., WA,80,       ..,     ..
9827,09A,SECOND BEACH,1972,  ..,-33.8819,121.8597,GPS, WA,46,       ..,     ..
9828,09A,DUGANALLY,1914,1927,-32.9833,116.2167,....., WA,         ..,       ..,     ..
9829,09A,TALLANGATTA,1972,2011,-33.8911,120.3256,GPS, WA,40,       ..,     ..
9830,09A,LEEWANA PARK,1960,1976,-33.8667,115.9,....., WA,         ..,       ..,     ..
9831,09A,KING RIVER,1999,  ..,-34.92,117.8825,GPS, WA,25,       ..,     ..
9832,09A,LOWER KALGAN,1972,  ..,-34.9469,118.0039,GPS, WA,50,       ..,     ..
